26th April 2017	9	10	11	13	45	49	24
22nd April 2017	4	7	15	16	43	48	26
19th April 2017	4	11	21	24	44	49	41
15th April 2017	11	19	22	23	41	46	5
12th April 2017	7	19	37	38	41	42	11
8th April 2017	4	9	10	15	38	39	49
5th April 2017	3	10	19	30	44	48	40
1st April 2017	27	40	41	42	45	46	20
29th March 2017	3	12	16	17	22	30	48
25th March 2017	5	9	14	24	30	35	21
22nd March 2017	2	3	5	27	40	46	28
18th March 2017	6	16	29	33	41	48	23
15th March 2017	16	17	21	34	37	46	3
11th March 2017	6	10	11	23	42	47	44
8th March 2017	10	17	24	28	35	36	40
4th March 2017	5	16	24	31	38	47	42
1st March 2017	6	14	17	18	31	43	38
25th February 2017	21	23	31	33	38	42	22
22nd February 2017	9	21	25	26	31	41	11
18th February 2017	11	13	14	20	43	49	25
15th February 2017	1	16	17	24	41	46	22
11th February 2017	10	11	21	28	38	44	17
8th February 2017	3	4	8	12	13	46	26
4th February 2017	2	8	9	13	41	44	27
1st February 2017	5	9	11	36	42	43	41
28th January 2017	9	10	23	28	41	47	17
25th January 2017	2	14	19	28	42	44	34
21st January 2017	8	22	23	36	40	42	5
18th January 2017	10	17	20	24	33	35	28
14th January 2017	1	6	19	30	32	44	33
11th January 2017	24	34	36	38	42	43	30
7th January 2017	1	10	18	19	23	27	48
4th January 2017	2	11	13	23	35	48	30
31st December 2016	3	5	14	18	26	28	40
28th December 2016	1	5	10	15	40	41	27
24th December 2016	15	20	23	27	39	48	34
21st December 2016	16	27	30	38	47	49	8
17th December 2016	9	16	26	27	32	34	37
14th December 2016	20	22	40	41	42	47	15
10th December 2016	3	37	40	41	47	49	6
7th December 2016	6	7	12	32	34	46	33
3rd December 2016	3	4	7	19	30	48	21
30th November 2016	15	16	20	24	26	31	37
26th November 2016	13	14	31	39	42	45	44
23rd November 2016	6	12	13	21	31	42	22
19th November 2016	9	11	21	26	28	45	49
16th November 2016	3	5	6	9	33	47	19
12th November 2016	2	4	6	22	25	42	44
9th November 2016	6	9	30	37	43	49	18
5th November 2016	11	17	26	27	37	48	31
2nd November 2016	4	7	9	21	25	42	49
29th October 2016	21	25	26	29	36	45	38
26th October 2016	15	17	24	27	42	47	39
22nd October 2016	13	24	29	31	33	47	43
19th October 2016	4	21	28	33	38	41	23
15th October 2016	8	29	30	37	41	44	6
12th October 2016	8	28	31	40	42	47	37
8th October 2016	3	27	33	38	42	48	32
5th October 2016	1	3	31	32	39	49	48
1st October 2016	7	18	22	31	38	39	2
28th September 2016	8	11	14	19	42	49	24
24th September 2016	2	5	17	23	33	47	9
21st September 2016	6	21	33	36	39	46	24
17th September 2016	14	16	25	39	45	47	26
14th September 2016	3	5	17	18	35	46	10
10th September 2016	6	13	22	39	40	41	27
7th September 2016	4	8	30	31	35	43	42
3rd September 2016	1	15	17	20	23	43	44
31st August 2016	8	10	17	36	39	44	40
27th August 2016	3	14	16	33	47	48	29
24th August 2016	4	17	22	30	36	38	3
20th August 2016	11	20	26	32	39	43	49
17th August 2016	2	12	19	38	41	47	46
13th August 2016	3	4	15	17	38	47	36
10th August 2016	6	25	26	29	37	43	41
6th August 2016	2	7	22	26	32	38	20
3rd August 2016	23	30	38	40	43	45	10
30th July 2016	4	5	9	19	22	23	16
27th July 2016	6	7	9	39	47	49	15
23rd July 2016	7	18	34	41	48	49	29
20th July 2016	14	15	16	43	44	46	38
16th July 2016	15	25	26	33	38	47	27
13th July 2016	2	7	25	30	34	36	6
9th July 2016	23	28	30	32	42	44	24
6th July 2016	7	12	22	35	39	43	13
2nd July 2016	1	16	28	33	39	45	13
29th June 2016	8	11	20	24	41	42	47
25th June 2016	4	5	6	8	39	42	30
22nd June 2016	5	15	17	18	37	42	44
18th June 2016	7	8	22	32	40	45	25
15th June 2016	7	16	22	27	35	49	11
11th June 2016	9	28	36	37	40	46	47
8th June 2016	6	23	34	35	38	44	21
4th June 2016	3	4	6	10	18	26	14
1st June 2016	2	10	14	23	26	31	12
28th May 2016	18	29	31	36	43	47	23
25th May 2016	4	17	18	24	29	39	21
21st May 2016	6	10	37	39	42	48	28
18th May 2016	4	11	21	25	44	47	3
14th May 2016	8	21	24	33	41	46	29
11th May 2016	4	23	25	36	47	48	3
7th May 2016	6	8	25	31	32	33	1
4th May 2016	4	16	19	22	36	40	21
30th April 2016	1	7	18	28	30	34	48
27th April 2016	3	18	28	29	37	43	47
23rd April 2016	14	29	37	41	48	49	31
20th April 2016	1	2	7	9	18	27	5
16th April 2016	9	12	21	37	38	43	31
13th April 2016	10	14	23	41	42	47	19
9th April 2016	12	29	34	44	47	49	37
6th April 2016	1	3	5	8	13	31	21
2nd April 2016	2	15	21	40	41	44	23
30th March 2016	14	27	28	30	45	46	44
26th March 2016	9	11	20	22	37	46	47
23rd March 2016	4	6	13	28	29	36	9
19th March 2016	1	10	11	12	19	27	29
16th March 2016	1	3	7	16	17	37	35
12th March 2016	6	27	30	34	35	42	16
9th March 2016	3	5	11	16	21	45	29
5th March 2016	7	13	27	33	35	36	5
2nd March 2016	20	27	30	32	34	40	9
27th February 2016	4	11	20	23	41	45	22
24th February 2016	14	18	35	38	41	43	15
20th February 2016	4	8	10	30	33	39	25
17th February 2016	7	21	28	32	38	42	5
13th February 2016	2	9	25	27	31	42	18
10th February 2016	8	13	33	34	38	43	12
6th February 2016	7	19	25	26	31	44	35
3rd February 2016	20	23	34	38	43	47	15
30th January 2016	4	5	32	37	38	44	34
27th January 2016	4	13	24	36	39	41	47
23rd January 2016	21	31	34	37	38	44	9
20th January 2016	7	19	32	39	40	48	45
16th January 2016	9	21	29	34	38	42	13
13th January 2016	6	8	25	39	46	47	28
9th January 2016	5	22	30	33	45	48	29
6th January 2016	2	35	37	39	43	44	20
2nd January 2016	10	12	16	20	27	36	25
30th December 2015	17	19	21	30	39	44	16
26th December 2015	12	16	22	29	35	40	8
23rd December 2015	5	9	17	31	38	46	10
19th December 2015	4	15	20	23	27	49	25
16th December 2015	7	20	33	36	39	48	21
12th December 2015	2	10	18	20	30	41	38
9th December 2015	4	20	26	37	45	46	6
5th December 2015	10	11	17	24	26	29	12
2nd December 2015	5	20	33	34	38	48	21
28th November 2015	4	7	13	15	27	28	30
25th November 2015	1	2	3	4	29	48	21
21st November 2015	7	16	28	29	48	49	9
18th November 2015	3	8	25	27	36	38	32
14th November 2015	5	8	23	39	41	48	26
11th November 2015	8	13	20	24	37	42	22
7th November 2015	2	3	9	17	20	21	11
4th November 2015	2	4	20	35	39	42	28
31st October 2015	3	14	20	28	40	44	48
28th October 2015	8	9	15	26	37	48	12
24th October 2015	1	13	28	34	37	45	32
21st October 2015	8	17	22	33	40	49	27
17th October 2015	4	5	6	22	29	30	20
14th October 2015	23	31	32	34	35	44	10
10th October 2015	8	12	22	27	35	41	16
7th October 2015	4	10	19	31	38	43	5
3rd October 2015	1	3	15	27	31	36	33
30th September 2015	1	6	8	13	21	26	3
26th September 2015	6	13	14	24	32	34	12
23rd September 2015	7	13	19	35	42	44	46
19th September 2015	12	15	17	21	25	32	14
16th September 2015	1	2	9	12	21	39	44
12th September 2015	9	10	26	29	38	42	33
9th September 2015	15	16	29	30	42	44	37
5th September 2015	10	21	36	37	42	48	43
2nd September 2015	14	16	23	28	46	48	10
29th August 2015	13	30	36	40	42	46	22
26th August 2015	5	7	24	45	46	49	44
22nd August 2015	14	22	31	37	43	49	15
19th August 2015	8	12	25	38	45	48	39
15th August 2015	5	11	20	26	29	36	49
12th August 2015	20	24	27	28	38	48	2
8th August 2015	21	26	30	31	32	48	18
5th August 2015	8	23	29	34	35	48	36
1st August 2015	1	4	7	9	12	37	27
29th July 2015	1	8	29	31	35	39	23
25th July 2015	16	28	41	43	47	49	21
22nd July 2015	6	9	13	26	27	46	15
18th July 2015	2	12	22	28	41	48	5
15th July 2015	11	18	38	40	43	46	26
11th July 2015	9	20	25	27	31	32	3
8th July 2015	3	8	41	43	46	47	49
4th July 2015	20	22	23	24	39	41	26
1st July 2015	21	29	32	40	43	44	19
27th June 2015	7	15	27	31	35	44	2
24th June 2015	9	13	15	18	21	46	25
20th June 2015	10	11	30	33	41	44	20
17th June 2015	6	7	17	18	20	32	4
13th June 2015	5	8	21	31	40	45	19
10th June 2015	26	37	40	43	44	45	3
6th June 2015	8	12	22	35	38	44	27
3rd June 2015	26	28	33	35	37	46	47
30th May 2015	4	9	17	27	36	49	21
27th May 2015	23	27	36	41	43	47	35
23rd May 2015	8	23	24	31	35	44	49
20th May 2015	2	4	12	17	18	47	14
16th May 2015	1	12	22	25	35	45	9
13th May 2015	3	16	24	40	41	48	20
9th May 2015	1	16	21	22	33	43	7
6th May 2015	13	16	19	24	27	30	48
2nd May 2015	2	8	17	23	40	42	25
29th April 2015	10	21	34	37	45	49	43
25th April 2015	7	13	23	25	40	41	48
22nd April 2015	4	24	27	35	38	48	44
18th April 2015	11	25	33	35	44	49	43
15th April 2015	11	13	25	34	41	45	4
11th April 2015	5	8	22	23	27	37	11
8th April 2015	2	4	14	16	18	19	25
4th April 2015	2	9	32	33	35	49	4
1st April 2015	4	7	12	16	22	24	41
28th March 2015	12	15	21	23	40	48	8
25th March 2015	6	14	16	29	38	46	5
21st March 2015	8	22	29	32	33	35	2
18th March 2015	16	17	37	39	41	45	14
14th March 2015	9	19	38	40	45	47	13
11th March 2015	7	9	21	40	44	45	42
7th March 2015	4	10	15	18	26	41	16
4th March 2015	2	10	14	19	28	33	48
28th February 2015	5	14	39	42	46	49	17
25th February 2015	15	17	25	29	30	35	14
21st February 2015	3	4	9	14	23	48	26
18th February 2015	3	6	11	15	20	37	31
14th February 2015	9	10	15	18	21	37	20
11th February 2015	1	13	24	29	43	49	8
7th February 2015	14	16	24	41	42	48	34
4th February 2015	6	8	10	22	30	43	23
31st January 2015	9	13	18	20	24	36	5
28th January 2015	3	4	5	8	33	38	14
24th January 2015	2	8	9	11	21	39	37
21st January 2015	3	15	17	35	44	46	23
17th January 2015	9	15	21	27	35	40	5
14th January 2015	15	16	17	28	33	44	36
10th January 2015	1	11	23	25	27	30	43
7th January 2015	10	16	31	36	38	47	22
3rd January 2015	12	21	28	37	40	43	38
31st December 2014	6	7	8	29	35	45	12
27th December 2014	7	22	26	27	42	47	28
24th December 2014	1	3	21	24	31	46	30
20th December 2014	9	17	22	35	38	43	15
17th December 2014	2	5	15	20	38	39	35
13th December 2014	14	23	25	31	33	38	5
10th December 2014	1	2	7	16	27	30	18
6th December 2014	15	17	18	19	34	44	10
3rd December 2014	1	3	4	24	28	36	6
29th November 2014	9	20	24	26	43	47	45
26th November 2014	5	10	11	12	32	33	39
22nd November 2014	5	7	20	24	37	49	32
19th November 2014	5	7	20	25	36	46	24
15th November 2014	1	3	23	35	41	46	18
12th November 2014	2	17	20	41	42	44	4
8th November 2014	3	9	10	28	34	40	46
5th November 2014	23	29	31	38	40	42	44
1st November 2014	3	5	26	37	39	45	7
29th October 2014	6	25	29	34	39	44	22
25th October 2014	10	20	23	31	33	45	38
22nd October 2014	10	13	24	29	31	32	7
18th October 2014	6	30	35	37	41	43	22
15th October 2014	4	11	14	25	30	36	32
11th October 2014	3	4	6	17	30	34	36
8th October 2014	9	12	15	17	42	49	34
4th October 2014	8	13	27	35	45	49	9
1st October 2014	17	21	27	37	48	49	11
27th September 2014	2	18	22	27	44	45	49
24th September 2014	15	28	34	40	41	43	5
20th September 2014	4	10	20	23	27	45	48
17th September 2014	3	8	10	19	31	33	40
13th September 2014	2	7	17	31	39	43	40
10th September 2014	7	11	13	15	20	44	9
6th September 2014	4	6	17	28	35	46	18
3rd September 2014	5	13	15	22	45	47	27
30th August 2014	3	24	25	33	40	48	2
27th August 2014	20	21	34	42	44	45	35
23rd August 2014	10	17	24	28	31	46	15
20th August 2014	7	8	10	20	30	31	3
16th August 2014	9	18	41	42	48	49	10
13th August 2014	8	16	21	39	44	45	11
9th August 2014	2	12	30	32	37	40	39
6th August 2014	8	10	11	21	24	44	12
2nd August 2014	4	10	14	19	36	41	48
30th July 2014	13	24	25	29	43	45	42
26th July 2014	6	16	18	30	37	39	7
23rd July 2014	20	29	33	35	38	43	1
19th July 2014	18	30	38	43	46	47	36
16th July 2014	1	20	25	27	37	46	7
12th July 2014	2	3	7	14	41	42	40
9th July 2014	20	25	28	31	37	41	16
5th July 2014	11	19	30	33	38	41	24
2nd July 2014	13	20	27	28	47	49	15
28th June 2014	10	28	32	37	43	46	45
25th June 2014	1	10	24	28	39	45	43
21st June 2014	13	20	26	27	31	39	12
18th June 2014	15	21	22	28	38	45	43
14th June 2014	7	15	25	38	44	47	10
11th June 2014	4	27	33	38	41	46	14
7th June 2014	3	24	28	40	43	48	15
4th June 2014	7	11	12	13	35	41	18
31st May 2014	19	28	30	32	37	45	44
28th May 2014	13	23	28	31	34	38	8
24th May 2014	5	9	37	43	46	48	14
21st May 2014	23	34	43	44	47	49	45
17th May 2014	24	33	35	40	43	49	16
14th May 2014	2	25	27	28	31	47	20
10th May 2014	16	23	33	36	48	49	37
7th May 2014	4	7	12	20	40	49	14
3rd May 2014	1	7	11	17	27	47	34
30th April 2014	3	9	25	32	35	45	23
26th April 2014	3	11	12	19	21	29	9
23rd April 2014	22	25	35	40	45	46	38
19th April 2014	6	15	40	41	42	44	4
16th April 2014	3	16	26	40	41	49	14
12th April 2014	2	7	35	36	42	45	30
9th April 2014	8	12	20	27	32	43	17
5th April 2014	13	16	17	23	27	37	3
2nd April 2014	9	11	32	36	38	40	26
29th March 2014	15	22	25	26	42	43	9
26th March 2014	2	18	35	42	45	47	43
22nd March 2014	3	6	12	14	25	28	36
19th March 2014	13	24	28	34	45	49	21
15th March 2014	2	7	11	16	47	48	20
12th March 2014	6	12	14	17	30	49	16
8th March 2014	11	16	18	33	34	35	28
5th March 2014	7	26	31	38	46	47	12
1st March 2014	3	8	16	23	34	44	41
26th February 2014	24	25	26	30	34	39	3
22nd February 2014	9	13	19	22	33	34	20
19th February 2014	2	7	15	24	37	45	13
15th February 2014	1	8	37	39	44	45	21
12th February 2014	3	12	16	20	28	31	37
8th February 2014	2	5	16	36	41	43	25
5th February 2014	3	16	18	21	28	47	5
1st February 2014	10	14	18	27	31	48	1
29th January 2014	17	29	36	39	46	49	30
25th January 2014	6	15	22	23	41	43	37
22nd January 2014	4	16	18	25	36	40	11
18th January 2014	2	15	33	36	42	49	13
15th January 2014	2	15	25	27	38	46	33
11th January 2014	3	11	15	21	23	33	32
8th January 2014	1	12	17	22	29	44	35
4th January 2014	1	15	21	22	38	39	19
1st January 2014	4	6	7	11	12	40	15
28th December 2013	13	20	23	34	38	46	18
25th December 2013	4	18	23	32	34	47	44
21st December 2013	1	2	10	19	22	44	41
18th December 2013	2	4	16	20	25	46	23
14th December 2013	13	18	19	20	35	40	14
11th December 2013	4	15	28	31	37	44	35
7th December 2013	2	8	11	15	24	27	44
4th December 2013	10	12	16	23	41	42	19
30th November 2013	2	18	22	25	37	39	1
27th November 2013	8	9	15	23	40	48	19
23rd November 2013	3	5	13	16	44	48	2
20th November 2013	20	26	35	37	46	48	9
16th November 2013	9	12	17	20	21	37	31
13th November 2013	3	8	15	17	29	33	10
9th November 2013	4	8	30	43	46	48	44
6th November 2013	21	26	32	34	36	39	28
2nd November 2013	9	12	13	26	35	43	2
30th October 2013	4	9	24	41	47	48	46
26th October 2013	3	5	16	20	27	45	7
23rd October 2013	6	12	14	20	21	26	33
19th October 2013	3	4	6	23	33	44	31
16th October 2013	3	10	17	18	19	23	38
12th October 2013	7	12	20	22	26	35	13
9th October 2013	18	22	24	30	43	48	42
5th October 2013	2	12	18	26	35	36	7
2nd October 2013	2	10	16	36	40	45	11
28th September 2013	8	16	18	26	28	37	5
25th September 2013	5	19	22	29	31	32	7
21st September 2013	7	19	21	29	31	36	42
18th September 2013	13	22	23	31	35	45	33
14th September 2013	6	26	41	42	47	48	31
11th September 2013	13	21	22	26	35	40	15
7th September 2013	2	4	15	29	32	40	26
4th September 2013	2	7	12	21	25	47	6
31st August 2013	5	6	24	29	35	39	44
28th August 2013	13	17	19	22	28	46	38
24th August 2013	2	8	32	36	47	49	33
21st August 2013	4	12	28	31	39	46	42
17th August 2013	1	6	13	29	37	39	17
14th August 2013	14	20	28	31	44	49	34
10th August 2013	8	23	25	32	33	48	28
7th August 2013	19	21	29	32	34	47	8
3rd August 2013	2	3	9	17	29	40	41
31st July 2013	5	15	30	42	46	49	35
27th July 2013	3	15	17	20	27	43	30
24th July 2013	2	5	12	22	44	48	10
20th July 2013	3	20	24	26	37	47	35
17th July 2013	11	12	16	29	38	43	25
13th July 2013	2	11	14	22	41	42	13
10th July 2013	7	8	11	19	25	46	17
6th July 2013	21	23	24	33	38	44	45
3rd July 2013	16	17	19	22	40	43	10
29th June 2013	4	11	12	14	25	37	36
26th June 2013	1	3	23	33	40	48	42
22nd June 2013	3	4	5	12	23	33	27
19th June 2013	8	23	25	28	34	39	47
15th June 2013	5	8	13	14	17	30	1
12th June 2013	4	8	16	25	33	36	21
8th June 2013	8	11	19	42	46	47	27
5th June 2013	5	15	19	31	42	47	20
1st June 2013	2	7	24	37	38	40	9
29th May 2013	21	28	34	35	48	49	18
25th May 2013	9	17	32	41	42	44	3
22nd May 2013	1	20	24	33	37	43	42
18th May 2013	5	24	26	28	33	45	31
15th May 2013	11	14	21	24	25	43	12
11th May 2013	2	10	16	21	24	49	30
8th May 2013	12	21	23	24	38	46	36
4th May 2013	8	9	13	22	35	36	6
1st May 2013	1	2	32	33	38	49	42
27th April 2013	9	28	35	36	48	49	6
24th April 2013	10	20	30	38	41	44	15
20th April 2013	1	10	11	19	21	41	27
17th April 2013	18	25	26	41	45	49	23
13th April 2013	2	10	17	19	44	47	40
10th April 2013	1	9	12	29	30	42	22
6th April 2013	11	19	27	28	30	39	21
3rd April 2013	20	26	27	32	36	46	49
30th March 2013	26	30	34	35	38	41	48
27th March 2013	2	8	11	26	27	33	17
23rd March 2013	1	2	7	10	33	38	13
20th March 2013	9	14	24	43	45	46	22
16th March 2013	4	14	16	25	45	47	27
13th March 2013	1	4	11	16	26	46	31
9th March 2013	15	18	24	28	29	49	2
6th March 2013	1	5	14	27	30	41	3
2nd March 2013	6	29	31	33	40	43	48
27th February 2013	11	15	19	25	34	39	22
23rd February 2013	4	12	19	21	26	41	40
20th February 2013	23	31	41	45	46	49	3
16th February 2013	3	5	13	33	34	44	8
13th February 2013	17	18	21	25	35	47	16
9th February 2013	7	17	30	33	42	49	40
2nd February 2013	4	15	22	27	29	31	47
30th January 2013	1	14	21	23	29	46	26
26th January 2013	23	27	35	40	43	44	13
23rd January 2013	2	5	16	25	30	40	19
19th January 2013	1	4	6	13	20	44	28
16th January 2013	14	21	27	34	37	38	10
12th January 2013	6	16	29	30	33	36	15
9th January 2013	14	17	33	34	43	44	5
5th January 2013	24	29	34	36	41	42	45
2nd January 2013	10	14	15	39	43	49	9
29th December 2012	1	26	33	36	45	48	22
26th December 2012	3	5	26	27	37	39	21
22nd December 2012	8	10	14	16	18	35	43
19th December 2012	1	13	16	30	33	48	49
15th December 2012	11	22	36	37	43	48	7
12th December 2012	6	7	24	27	28	46	44
8th December 2012	2	12	22	42	43	46	5
5th December 2012	4	26	34	38	41	46	44
1st December 2012	7	22	28	32	34	38	20
28th November 2012	3	6	13	29	36	38	33
24th November 2012	6	32	35	36	40	45	48
21st November 2012	10	16	21	31	33	36	27
17th November 2012	3	4	20	31	41	48	15
14th November 2012	15	20	29	36	38	42	27
10th November 2012	6	22	23	41	44	49	48
7th November 2012	20	36	42	43	45	48	5
3rd November 2012	9	22	34	35	46	47	26
31st October 2012	4	8	17	23	34	47	30
27th October 2012	11	15	16	17	31	40	6
24th October 2012	9	10	11	24	34	42	5
20th October 2012	13	14	21	24	32	35	18
17th October 2012	4	20	22	23	42	44	41
13th October 2012	6	14	26	27	34	46	37
10th October 2012	8	22	37	40	41	44	4
6th October 2012	20	24	27	40	44	45	35
3rd October 2012	5	15	20	25	28	33	39
29th September 2012	2	7	18	20	41	48	29
26th September 2012	2	5	9	13	22	38	37
22nd September 2012	4	19	22	24	32	33	21
19th September 2012	7	9	18	22	28	38	26
15th September 2012	9	10	12	19	24	31	17
12th September 2012	3	29	33	36	39	45	37
8th September 2012	1	4	6	24	26	29	12
5th September 2012	15	21	23	26	28	48	6
1st September 2012	2	5	20	30	39	45	25
29th August 2012	3	5	8	14	24	34	38
25th August 2012	4	12	17	18	34	44	21
22nd August 2012	9	13	19	32	41	49	17
18th August 2012	7	14	15	23	35	37	36
15th August 2012	1	6	12	19	24	31	5
11th August 2012	17	20	22	35	38	48	36
8th August 2012	6	8	18	20	40	42	36
4th August 2012	3	8	23	25	29	47	32
1st August 2012	1	14	17	29	36	37	13
28th July 2012	6	10	22	30	35	49	17
25th July 2012	1	20	27	36	40	42	14
21st July 2012	11	21	35	37	46	47	32
18th July 2012	1	11	12	17	32	40	14
14th July 2012	13	17	22	29	36	45	47
11th July 2012	5	8	14	18	43	49	37
7th July 2012	3	20	27	29	38	44	45
4th July 2012	15	20	22	25	27	41	28
30th June 2012	12	22	31	32	35	47	4
27th June 2012	4	10	19	24	32	35	1
23rd June 2012	12	19	28	34	36	41	1
20th June 2012	1	6	10	26	31	38	11
16th June 2012	1	8	19	26	37	44	16
13th June 2012	7	11	15	22	37	44	16
9th June 2012	8	18	29	37	38	44	48
6th June 2012	8	21	22	26	30	39	7
2nd June 2012	7	22	27	29	33	39	40
30th May 2012	2	21	36	37	45	47	15
26th May 2012	23	31	33	38	46	49	17
23rd May 2012	2	3	7	13	32	40	8
19th May 2012	14	17	21	27	37	46	39
16th May 2012	2	3	12	15	19	49	5
12th May 2012	4	5	10	34	37	45	7
9th May 2012	2	6	15	19	24	38	9
5th May 2012	5	6	30	32	45	46	41
2nd May 2012	18	19	33	40	44	47	10
28th April 2012	9	21	22	42	44	48	28
25th April 2012	15	18	26	33	36	39	35
21st April 2012	2	8	10	20	28	38	29
18th April 2012	6	10	11	16	32	36	42
14th April 2012	14	16	18	20	26	47	13
11th April 2012	1	2	16	24	36	49	33
7th April 2012	2	13	16	32	39	44	27
4th April 2012	18	23	25	26	45	48	16
31st March 2012	33	35	36	39	48	49	42
28th March 2012	5	10	12	18	25	45	15
24th March 2012	11	20	23	28	40	45	14
21st March 2012	23	27	32	37	38	45	35
17th March 2012	1	2	9	15	17	37	30
14th March 2012	6	9	11	12	19	20	47
10th March 2012	4	17	25	26	39	49	10
7th March 2012	5	7	39	41	45	46	25
3rd March 2012	9	19	20	31	41	45	42
29th February 2012	5	6	8	9	11	40	28
25th February 2012	2	22	30	33	35	42	14
22nd February 2012	1	12	22	35	42	44	40
18th February 2012	4	12	14	21	22	37	28
15th February 2012	3	19	21	41	43	47	9
11th February 2012	6	13	19	32	43	44	9
8th February 2012	7	22	23	26	40	48	39
4th February 2012	8	10	12	22	26	28	24
1st February 2012	2	7	9	18	23	38	14
28th January 2012	5	6	17	39	44	48	29
25th January 2012	2	12	20	35	41	49	36
21st January 2012	9	11	31	34	48	49	41
18th January 2012	4	7	10	27	37	49	44
14th January 2012	1	3	7	11	38	40	37
11th January 2012	9	10	11	18	39	45	23
7th January 2012	6	8	11	25	28	45	7
4th January 2012	1	8	11	21	24	41	45
31st December 2011	2	11	21	28	31	44	36
28th December 2011	1	22	28	38	47	48	29
24th December 2011	1	18	25	26	36	39	29
21st December 2011	12	16	19	34	41	47	20
17th December 2011	3	5	24	27	38	46	42
14th December 2011	13	20	22	29	32	33	16
10th December 2011	3	7	15	35	36	40	13
7th December 2011	6	8	24	27	31	41	48
3rd December 2011	8	24	34	38	41	42	22
30th November 2011	12	15	23	36	43	47	40
26th November 2011	2	18	23	35	47	48	9
23rd November 2011	10	13	15	30	34	44	21
19th November 2011	3	4	14	18	28	31	47
16th November 2011	15	25	28	32	35	42	45
12th November 2011	3	4	20	34	39	48	2
9th November 2011	12	30	36	37	40	48	32
5th November 2011	14	18	22	34	36	43	3
2nd November 2011	3	22	32	40	45	48	4
29th October 2011	5	8	13	16	40	49	20
26th October 2011	1	2	38	39	40	49	44
22nd October 2011	8	18	20	30	32	46	22
19th October 2011	9	14	17	20	44	45	33
15th October 2011	14	24	27	36	39	42	3
12th October 2011	6	7	12	20	38	40	43
8th October 2011	7	13	14	16	22	48	32
5th October 2011	7	10	13	19	26	29	23
1st October 2011	8	15	24	25	30	35	13
28th September 2011	2	14	29	32	41	44	3
24th September 2011	3	8	15	16	20	46	35
21st September 2011	1	23	30	38	45	48	3
17th September 2011	15	17	19	23	27	38	7
14th September 2011	12	26	28	31	33	45	27
10th September 2011	17	18	25	31	42	49	28
7th September 2011	10	15	29	32	34	40	6
3rd September 2011	14	15	25	32	41	42	49
31st August 2011	11	16	25	35	38	41	37
27th August 2011	11	14	19	20	21	47	45
24th August 2011	12	15	18	29	33	46	48
20th August 2011	6	11	18	20	21	34	47
17th August 2011	7	18	23	24	27	32	26
13th August 2011	28	35	42	45	46	49	27
10th August 2011	9	18	24	27	29	43	5
6th August 2011	9	21	28	31	34	37	2
3rd August 2011	6	17	21	28	31	38	43
30th July 2011	6	7	10	19	21	45	16
27th July 2011	2	3	15	23	41	46	10
23rd July 2011	3	5	11	23	33	34	24
20th July 2011	2	21	23	30	34	42	46
16th July 2011	2	12	23	35	39	49	44
13th July 2011	2	8	28	29	34	44	38
9th July 2011	4	7	23	31	33	36	22
6th July 2011	14	25	31	36	44	47	37
2nd July 2011	2	16	30	41	44	48	21
29th June 2011	3	15	23	33	39	47	41
25th June 2011	4	17	23	31	45	48	29
22nd June 2011	5	7	16	27	37	49	25
18th June 2011	4	9	14	21	34	45	25
15th June 2011	2	4	22	25	28	31	17
11th June 2011	6	7	8	9	20	28	22
8th June 2011	7	10	21	22	38	39	11
4th June 2011	19	20	27	29	33	45	41
1st June 2011	18	23	27	44	46	47	29
28th May 2011	11	13	17	21	43	49	5
25th May 2011	5	32	37	38	39	42	22
21st May 2011	7	8	17	22	24	30	37
18th May 2011	1	39	42	45	48	49	29
14th May 2011	12	29	30	36	39	45	20
11th May 2011	14	20	30	34	37	45	15
7th May 2011	2	23	24	27	36	48	16
4th May 2011	8	9	26	39	46	47	38
30th April 2011	1	6	7	24	30	48	4
27th April 2011	3	8	31	42	44	48	33
23rd April 2011	1	8	18	27	35	45	47
20th April 2011	12	15	33	34	38	43	30
16th April 2011	5	7	11	12	33	39	28
13th April 2011	3	8	15	20	26	45	12
9th April 2011	17	23	24	40	45	48	18
6th April 2011	1	3	23	26	35	38	11
2nd April 2011	16	21	26	28	45	46	49
30th March 2011	8	15	17	29	36	44	16
26th March 2011	4	6	21	22	42	43	12
23rd March 2011	5	10	11	21	24	43	32
19th March 2011	7	25	28	31	36	45	49
16th March 2011	1	3	15	19	36	37	2
12th March 2011	6	9	17	23	26	36	42
9th March 2011	4	7	18	21	41	46	37
5th March 2011	19	21	27	33	36	38	3
2nd March 2011	27	28	31	41	42	43	46
26th February 2011	3	16	17	31	33	46	37
23rd February 2011	5	6	15	24	35	48	39
19th February 2011	10	16	20	26	34	48	40
16th February 2011	10	15	29	30	44	45	28
12th February 2011	3	15	22	31	43	47	42
9th February 2011	17	19	21	33	34	46	47
5th February 2011	20	25	32	39	40	44	48
2nd February 2011	4	11	18	27	28	46	39
29th January 2011	3	4	16	35	40	44	32
26th January 2011	4	6	22	24	31	40	33
22nd January 2011	4	5	9	12	33	36	38
19th January 2011	7	13	18	21	23	24	48
15th January 2011	10	15	35	42	44	47	39
12th January 2011	4	9	15	27	28	46	18
8th January 2011	5	6	11	16	24	40	10
5th January 2011	1	3	8	12	32	47	19
1st January 2011	8	15	39	44	45	49	29
29th December 2010	6	11	19	21	39	49	28
25th December 2010	2	12	23	26	27	31	20
22nd December 2010	3	5	10	11	35	45	33
